--------------------------
Threads: 1 - Clientes: 80
0.0
0.0
0.0
0.0
0.0
2.0
2.0
2.0
2.0
2.0
2.0
4.2
4.2
4.2
4.2
4.2
4.2
6.4
6.4
6.4
6.4
6.4
6.4
2.8
2.8
2.8
2.8
2.8
1.8
1.8
1.8
1.8
1.8
1.8
10.3
10.3
10.3
10.3
10.3
10.3
10.3
2.5
2.5
2.5
2.5
2.5
2.5
4.1
4.1
4.1
4.1
4.1
4.1
10.1
10.1
10.1
10.1
10.1
10.1
10.1
1.5
1.5
1.5
1.5
1.5
1.5
1.5
2.4
2.4
2.4
2.4
2.4
2.4
8.6
8.6
8.6
8.6
8.6
8.6
0.0
