--------------------------
Threads: 1 - Clientes: 80
177
44
44
44
44
44
44
51
44
44
45
47
46
43
44
45
44
44
43
42
45
44
43
44
43
46
44
42
43
44
45
44
44
44
45
43
44
45
43
43
46
44
44
42
46
44
44
52
43
43
44
44
43
47
44
43
43
44
43
45
42
43
45
47
43
44
44
45
46
44
44
43
44
44
44
45
45
43
43
44
