--------------------------
Threads: 2 - Clientes: 400
181
181
43
43
44
45
43
46
43
43
43
45
45
42
43
43
45
43
43
45
44
43
44
44
43
45
47
44
47
44
44
43
44
43
43
42
43
43
44
43
44
44
44
43
44
44
43
44
44
50
44
44
44
44
43
46
43
53
52
45
52
46
44
51
44
43
43
43
42
44
45
43
45
53
45
44
43
44
44
44
46
43
44
45
43
47
45
43
43
43
46
44
48
43
42
44
44
43
45
44
44
44
43
44
43
43
51
44
44
43
43
48
47
45
42
44
45
43
43
45
43
43
43
43
43
44
43
45
44
43
44
50
44
44
44
45
43
45
46
53
44
44
43
43
44
44
44
45
45
43
53
43
42
43
45
51
44
44
45
43
43
44
44
43
44
48
45
44
44
42
44
44
44
43
45
43
44
44
44
43
43
43
43
44
43
42
44
44
45
44
44
44
44
44
43
44
43
44
45
44
42
43
48
44
43
44
46
42
51
43
44
43
44
44
44
45
51
44
44
43
43
44
43
43
44
44
43
44
45
44
45
44
42
45
44
45
43
43
43
43
44
44
47
43
44
44
44
43
43
42
43
43
43
46
44
44
43
43
44
44
45
43
44
44
44
44
44
47
44
43
44
43
42
44
43
43
45
45
43
45
48
43
44
44
43
43
43
44
43
44
45
43
43
44
43
46
44
44
44
43
44
43
44
43
44
43
44
44
42
43
43
43
44
44
44
43
44
43
44
44
44
44
44
44
44
44
43
42
43
52
43
43
44
43
44
44
43
42
43
43
42
44
44
44
43
42
43
43
44
50
44
44
44
46
43
43
44
44
43
43
44
44
44
43
43
43
43
44
44
43
44
44
53
53
48
43
43
44
44
43
43
42
43
45
44
44
43
43
44
43
44
44
43
44
44
44
43
43
44
44
