--------------------------
Threads: 1 - Clientes: 80
0.0
0.0
0.0
0.0
0.0
0.0
8.3
8.3
8.3
8.3
8.3
8.3
2.3
2.3
2.3
2.3
2.3
2.3
2.3
3.1
3.1
3.1
3.1
3.1
3.1
11.3
11.3
11.3
11.3
11.3
11.3
3.0
3.0
3.0
3.0
3.0
3.0
0.5
0.5
0.5
0.5
0.5
0.5
0.5
7.4
7.4
7.4
7.4
7.4
7.4
7.1
7.1
7.1
7.1
7.1
7.1
2.2
2.2
2.2
2.2
2.2
2.2
3.2
3.2
3.2
3.2
3.2
3.2
3.2
6.2
6.2
6.2
6.2
6.2
6.2
1.6
1.6
1.6
1.6
1.6
