--------------------------
Threads: 2 - Clientes: 200
179
179
43
43
44
45
43
44
44
43
43
50
43
44
44
44
45
44
43
43
44
44
45
43
44
44
44
43
44
43
43
45
44
44
44
44
43
44
44
42
44
44
44
43
43
43
43
45
44
44
42
44
44
53
44
44
43
49
44
44
43
44
43
43
53
46
44
44
44
44
45
42
44
44
43
44
43
47
44
44
44
43
44
43
45
45
43
44
44
43
47
44
42
43
43
53
45
43
51
44
45
43
44
44
43
44
43
50
44
46
44
42
44
43
44
44
44
43
44
44
44
44
43
44
43
45
43
44
43
43
42
43
43
44
45
44
43
43
44
44
43
48
43
44
43
44
44
43
44
44
44
44
43
43
44
44
43
44
44
45
46
44
42
45
43
43
45
45
44
55
44
44
43
46
44
45
44
44
44
43
43
43
44
43
43
42
43
43
43
44
44
44
44
44
44
44
44
45
45
43
