--------------------------
Threads: 2 - Clientes: 80
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.3
8.3
8.3
8.3
8.3
8.3
8.3
8.3
8.3
8.3
8.3
8.3
2.3
2.3
2.3
2.3
2.3
7.8
7.8
7.8
7.8
7.8
3.2
3.2
3.2
3.2
3.2
3.2
4.3
4.3
4.3
4.3
4.3
5.6
5.6
5.6
5.6
5.6
5.6
5.1
5.1
5.1
5.1
5.1
0.0
0.0
0.0
0.0
0.0
0.0
5.4
5.4
5.4
5.4
5.4
6.1
6.1
6.1
6.1
6.1
6.1
1.8
1.8
1.8
1.8
1.8
3.1
3.1
3.1
3.1
