--------------------------
Threads: 1 - Clientes: 200
177
50
43
43
44
43
43
44
45
44
45
43
44
45
43
43
43
44
43
43
45
44
44
44
44
44
44
45
43
44
43
45
43
44
44
44
43
43
44
44
44
44
43
43
45
43
44
43
45
54
44
47
44
44
45
44
51
50
45
43
43
48
43
46
43
45
44
45
43
45
44
44
44
43
44
44
46
44
43
43
43
44
44
44
44
45
44
43
43
44
45
43
43
42
43
44
43
44
44
44
43
44
44
44
43
44
44
44
44
43
45
44
42
44
44
45
43
44
45
43
43
43
44
44
46
44
43
59
45
45
44
45
43
43
44
44
43
42
44
44
44
44
43
43
44
44
44
44
43
43
43
44
43
44
43
50
44
43
44
44
44
45
43
44
43
44
44
44
43
43
43
43
44
43
43
43
44
43
43
44
43
45
43
43
44
43
44
43
44
43
43
45
43
44
43
43
42
43
44
44
