--------------------------
Threads: 2 - Clientes: 400
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
11.3
11.3
11.3
11.3
11.3
11.3
11.3
11.3
11.3
11.3
11.3
11.3
3.8
3.8
3.8
3.8
3.8
3.8
3.8
3.8
3.8
3.8
3.8
3.8
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
10.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
10.0
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
3.9
3.9
3.9
3.9
3.9
3.9
3.9
3.9
3.9
3.9
3.9
3.9
3.9
6.1
6.1
6.1
6.1
6.1
6.1
6.1
6.1
6.1
6.1
6.1
6.1
7.9
7.9
7.9
7.9
7.9
7.9
7.9
7.9
7.9
7.9
7.9
2.2
2.2
2.2
2.2
2.2
2.2
2.2
2.2
2.2
2.2
2.2
11.4
11.4
11.4
11.4
11.4
11.4
11.4
11.4
11.4
11.4
11.4
11.4
11.4
3.4
3.4
3.4
3.4
3.4
3.4
3.4
3.4
3.4
3.4
3.4
2.0
2.0
2.0
2.0
2.0
2.0
2.0
2.0
2.0
2.0
2.0
2.0
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
6.7
4.2
4.2
4.2
4.2
4.2
4.2
4.2
4.2
4.2
4.2
4.2
4.2
4.2
4.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
1.2
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
6.9
6.9
6.9
6.9
6.9
6.9
6.9
6.9
6.9
6.9
6.9
6.9
0.8
0.8
0.8
0.8
0.8
0.8
0.8
0.8
0.8
0.8
0.8
0.8
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
5.7
9.5
9.5
9.5
9.5
9.5
9.5
9.5
9.5
9.5
9.5
9.5
9.5
9.5
1.1
1.1
1.1
1.1
1.1
1.1
1.1
1.1
1.1
1.1
1.1
1.1
1.1
3.6
3.6
3.6
3.6
3.6
3.6
3.6
3.6
3.6
3.6
3.6
3.6
3.6
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.1
9.1
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
4.7
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
5.0
10.3
10.3
10.3
10.3
10.3
10.3
10.3
10.3
10.3
10.3
10.3
10.3
10.3
10.3
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
1.7
1.7
1.7
1.7
1.7
1.7
1.7
1.7
1.7
1.7
1.7
1.7
1.7
8.9
8.9
8.9
8.9
8.9
8.9
8.9
8.9
8.9
8.9
8.9
8.9
8.9
2.6
2.6
2.6
2.6
2.6
2.6
2.6
2.6
2.6
2.6
2.6
2.6
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
2.5
8.0
8.0
8.0
8.0
